id,egcs,ercs,erAtt
470,United Kingdom,VOIPBOXX - Ajoxi,850.0
471,Japan,Cellocall,849.0
472,Bangladesh,Progressive Telecom LLC. Letsdial,936.0
473,Bangladesh,Progressive Telecom LLC. Letsdial,908.0
474,Pakistan,NAME ICON GLOBAL SERVICES LTD,833.0
475,Mexico,THUNDER TELECOM S.A.S. Letsdial,836.0
476,Pakistan,NAME ICON GLOBAL SERVICES LTD,827.0
477,Pakistan,NAME ICON GLOBAL SERVICES LTD,824.0
478,Germany,Termsat Softtop,829.0
479,Pakistan,NAME ICON GLOBAL SERVICES LTD,823.0
480,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,909.0
481,Bangladesh,QGC - Ajoxi,819.0
482,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,906.0
483,Bangladesh,QGC - Ajoxi,809.0
484,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,823.0
485,Italy,Armatel - Softtop,798.0
486,United Kingdom,VOIPBOXX - Ajoxi,797.0
487,United Kingdom,GO MOBIT - Softtop,797.0
488,Pakistan,NAME ICON GLOBAL SERVICES LTD,792.0
489,Bangladesh,Progressive Telecom LLC. Letsdial,878.0
490,United Kingdom,Afinna ONE - Letsdial,1056.0
491,Mexico,THUNDER TELECOM S.A.S. Letsdial,788.0
492,United Kingdom,Name - Passport telecom,1041.0
493,Indonesia,PLDT (SG) PTE LTD,776.0
494,United Kingdom,GO MOBIT - Softtop,770.0
495,India,Neptune Int Vendor NFS,769.0
496,India,Neptune Int Vendor NFS,769.0
497,Bangladesh,QGC - Ajoxi,766.0
498,Bangladesh,QGC - Ajoxi,764.0
499,United Kingdom,VOIPBOXX - Ajoxi,762.0
500,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,787.0
501,Bangladesh,Onextel Technology Est - Ajoxi,751.0
502,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,770.0
503,Italy,Armatel - Softtop,750.0
504,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,896.0
505,United Kingdom,VOIPBOXX - Ajoxi,746.0
506,Italy,Armatel - Softtop,743.0
507,Mexico,THUNDER TELECOM S.A.S. Letsdial,748.0
508,Pakistan,NAME ICON GLOBAL SERVICES LTD,741.0
509,Pakistan,NAME ICON GLOBAL SERVICES LTD,734.0
510,United Kingdom,LEXICO TELECOM,730.0
511,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,890.0
512,Indonesia,PLDT (SG) PTE LTD,722.0
513,Italy,Armatel - Softtop,718.0
514,Italy,Armatel - Softtop,715.0
515,Mexico,THUNDER TELECOM S.A.S. Letsdial,719.0
516,Malaysia,Name - Telecom Italia Sparkle,710.0
517,South Korea,Name - EasyVoipCall Inc.,705.0
518,Eritrea,QUICKCOM TELECOM LIMITED - TECHOPEN,701.0
519,South Korea,Name - EasyVoipCall Inc.,699.0
520,Spain,Neptune Int Vendor NFS,699.0
521,United Kingdom,LEXICO TELECOM,698.0
522,Italy,Armatel - Softtop,697.0
523,Malaysia,Name - Telecom Italia Sparkle,695.0
524,South Korea,Name - EasyVoipCall Inc.,695.0
525,Malaysia,Name - Telecom Italia Sparkle,693.0
526,Germany,Termsat Softtop,695.0
527,Spain,Neptune Int Vendor NFS,690.0
528,Italy,Armatel - Softtop,690.0
529,South Korea,Name - EasyVoipCall Inc.,689.0
530,South Korea,Name - EasyVoipCall Inc.,688.0
531,South Korea,Name - EasyVoipCall Inc.,688.0
532,Bangladesh,QGC - Ajoxi,688.0
533,Italy,Armatel - Softtop,687.0
534,Japan,Name - CITIC Telecom International Limited,684.0
535,Italy,Armatel - Softtop,683.0
536,South Korea,Name - EasyVoipCall Inc.,681.0
537,Spain,Neptune Int Vendor NFS,680.0
538,United Kingdom,GO MOBIT - Softtop,677.0
539,Pakistan,NAME ICON GLOBAL SERVICES LTD,676.0
540,South Korea,Name - EasyVoipCall Inc.,676.0
541,South Korea,Name - EasyVoipCall Inc.,676.0
542,South Korea,Name - EasyVoipCall Inc.,676.0
543,South Korea,Name - EasyVoipCall Inc.,675.0
544,South Korea,Name - EasyVoipCall Inc.,675.0
545,Malaysia,Name - Telecom Italia Sparkle,675.0
546,South Korea,Name - EasyVoipCall Inc.,674.0
547,South Korea,Name - EasyVoipCall Inc.,674.0
548,South Korea,Name - EasyVoipCall Inc.,673.0
549,Bangladesh,Progressive Telecom LLC. Letsdial,697.0
550,United Kingdom,VOIPBOXX - Ajoxi,672.0
551,South Korea,Name - EasyVoipCall Inc.,672.0
552,South Korea,Name - EasyVoipCall Inc.,671.0
553,South Korea,Name - EasyVoipCall Inc.,671.0
554,South Korea,Name - EasyVoipCall Inc.,671.0
555,South Korea,Name - EasyVoipCall Inc.,670.0
556,South Korea,Name - EasyVoipCall Inc.,668.0
557,Italy,Armatel - Softtop,668.0
558,Bangladesh,Onextel Technology Est - Ajoxi,668.0
559,South Korea,Name - EasyVoipCall Inc.,668.0
560,Malaysia,Name - Telecom Italia Sparkle,666.0
561,South Korea,Name - EasyVoipCall Inc.,665.0
562,Malaysia,Name - Telecom Italia Sparkle,663.0
563,South Korea,Name - EasyVoipCall Inc.,663.0
564,South Korea,Name - EasyVoipCall Inc.,660.0
565,South Korea,Name - EasyVoipCall Inc.,659.0
566,South Korea,Name - EasyVoipCall Inc.,659.0
567,South Korea,Name - EasyVoipCall Inc.,657.0
568,Italy,Armatel - Softtop,654.0
569,Malaysia,Name - Telecom Italia Sparkle,654.0
570,South Korea,Name - EasyVoipCall Inc.,651.0
571,Bangladesh,QGC - Ajoxi,649.0
572,Malaysia,Name - Telecom Italia Sparkle,648.0
573,Brazil,TERMSAT INC Rozper NFS,648.0
574,Germany,Termsat Softtop,651.0
575,Pakistan,NAME ICON GLOBAL SERVICES LTD,645.0
576,Bangladesh,Progressive Telecom LLC. Letsdial,745.0
577,Brazil,TERMSAT INC Rozper NFS,644.0
578,South Korea,Name - EasyVoipCall Inc.,642.0
579,Australia,Icon Global Services Rozper NFS,642.0
580,Malaysia,Name - Telecom Italia Sparkle,640.0
581,Spain,Neptune Int Vendor NFS,638.0
582,Mexico,THUNDER TELECOM S.A.S. Letsdial,643.0
583,Mexico,THUNDER TELECOM S.A.S. Letsdial,641.0
584,Malaysia,Name - Telecom Italia Sparkle,631.0
585,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,631.0
586,Malaysia,Name - Telecom Italia Sparkle,631.0
587,Italy,Armatel - Softtop,630.0
588,United Kingdom,LEXICO TELECOM,626.0
589,Mexico,Bujingyun Rozper NFS,626.0
590,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,646.0
591,Pakistan,NAME ICON GLOBAL SERVICES LTD,622.0
592,Japan,Cellocall,620.0
593,Spain,Neptune Int Vendor NFS,621.0
594,Malaysia,Name - Telecom Italia Sparkle,619.0
595,Malaysia,Name - Telecom Italia Sparkle,618.0
596,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,688.0
597,Australia,Icon Global Services Rozper NFS,616.0
598,Bangladesh,QGC - Ajoxi,614.0
599,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,691.0
600,Malaysia,Name - Telecom Italia Sparkle,610.0
601,India,Name - Zain Omantel International FZ-LLC,609.0
602,Malaysia,Name - Telecom Italia Sparkle,608.0
603,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,604.0
604,Bangladesh,Aladin communication inc,604.0
605,Italy,Armatel - Softtop,603.0
606,Pakistan,NAME ICON GLOBAL SERVICES LTD,602.0
607,Malaysia,Name - Telecom Italia Sparkle,602.0
608,United Kingdom,Name - Passport telecom,673.0
609,Malaysia,Name - Telecom Italia Sparkle,600.0
610,Malaysia,Name - Telecom Italia Sparkle,598.0
611,Malaysia,Name - Telecom Italia Sparkle,598.0
612,Bangladesh,Onextel Technology Est - Ajoxi,598.0
613,United Kingdom,Name - Passport telecom,683.0
614,Germany,Termsat Softtop,598.0
615,Mexico,THUNDER TELECOM S.A.S. Letsdial,598.0
616,South Korea,Name - EasyVoipCall Inc.,593.0
617,Bangladesh,Onextel Technology Est - Ajoxi,591.0
618,Bangladesh,QGC - Ajoxi,595.0
619,Mexico,THUNDER TELECOM S.A.S. Letsdial,595.0
620,Bangladesh,Aladin communication inc,586.0
621,Malaysia,Name - Telecom Italia Sparkle,585.0
622,Pakistan,NAME ICON GLOBAL SERVICES LTD,583.0
623,United Kingdom,TELECALL TELECOMMUNICATIONS CORP,581.0
624,South Korea,Name - EasyVoipCall Inc.,583.0
625,Bangladesh,Aladin communication inc,580.0
626,Indonesia,PLDT (SG) PTE LTD,580.0
627,Malaysia,Name - Telecom Italia Sparkle,573.0
628,Malaysia,Name - Telecom Italia Sparkle,573.0
629,Bangladesh,Progressive Telecom LLC. Letsdial,597.0
630,Malaysia,Name - Telecom Italia Sparkle,570.0
631,Bangladesh,Name - TVoice Telecom Limited,569.0
632,Bangladesh,Figoria,568.0
633,Malaysia,Name - Telecom Italia Sparkle,567.0
634,United Kingdom,LEXICO TELECOM,567.0
635,Mexico,THUNDER TELECOM S.A.S. Letsdial,567.0
636,Bangladesh,Name - TVoice Telecom Limited,559.0
637,Germany,Termsat Softtop,561.0
638,Malaysia,Name - Telecom Italia Sparkle,556.0
639,India,Speed Cloud Rozper NFS,556.0
640,Malaysia,Name - Telecom Italia Sparkle,553.0
641,Romania,Name - Telecom Italia Sparkle,553.0
642,South Korea,Name - EasyVoipCall Inc.,552.0
643,Malaysia,Name - Telecom Italia Sparkle,552.0
644,Brazil,TERMSAT INC Rozper NFS,551.0
645,Brazil,Sihai telecom,551.0
646,Malaysia,Name - Telecom Italia Sparkle,551.0
647,India,Neptune Int Vendor NFS,551.0
648,Malaysia,Name - Telecom Italia Sparkle,550.0
649,India,Neptune Int Vendor NFS,549.0
650,Pakistan,NAME ICON GLOBAL SERVICES LTD,548.0
651,Tanzania,Novatel,552.0
652,Bangladesh,Onextel Technology Est - Ajoxi,545.0
653,India,Name - Zain Omantel International FZ-LLC,543.0
654,Bangladesh,Alfacall Limited Ajoxi,560.0
655,Germany,Termsat Softtop,545.0
656,Indonesia,PLDT (SG) PTE LTD,543.0
657,Malaysia,Name - Telecom Italia Sparkle,542.0
658,Indonesia,PLDT (SG) PTE LTD,541.0
659,Bangladesh,Onextel Technology Est - Ajoxi,540.0
660,Bangladesh,Aladin communication inc,538.0
661,Pakistan,NAME ICON GLOBAL SERVICES LTD,535.0
662,Malaysia,Name - Telecom Italia Sparkle,533.0
663,Malaysia,Name - Telecom Italia Sparkle,532.0
664,Bangladesh,Name - TVoice Telecom Limited,531.0
665,Malaysia,Name - Telecom Italia Sparkle,528.0
666,India,Name - Zain Omantel International FZ-LLC,528.0
667,Pakistan,NAME ICON GLOBAL SERVICES LTD,526.0
668,India,6Gtech Systems - Ajoxi,526.0
669,Japan,Cellocall,523.0
670,New Zealand,Name - GLM TELECOM S.r.l.,588.0
671,Eritrea,Quickcom Telecom Limited - Twiching,518.0
672,Indonesia,PLDT (SG) PTE LTD,518.0
673,Malaysia,Name - Telecom Italia Sparkle,517.0
674,India,Name - Zain Omantel International FZ-LLC,516.0
675,Australia,Icon Global Services Rozper NFS,519.0
676,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,511.0
677,Bangladesh,Onextel Technology Est - Ajoxi,510.0
678,Germany,Termsat Softtop,514.0
679,Indonesia,PLDT (SG) PTE LTD,508.0
680,Malaysia,Name - Telecom Italia Sparkle,507.0
681,Malaysia,Name - Telecom Italia Sparkle,506.0
682,India,Name - Zain Omantel International FZ-LLC,506.0
683,Malaysia,Name - Telecom Italia Sparkle,505.0
684,Bangladesh,Onextel Technology Est - Ajoxi,504.0
685,Mexico,THUNDER TELECOM S.A.S. Letsdial,505.0
686,Bangladesh,KALAAM TELECOM,500.0
687,Japan,Barter Voip Limited,499.0
688,India,Name - Zain Omantel International FZ-LLC,496.0
689,India,Name - Zain Omantel International FZ-LLC,497.0
690,India,Name - Zain Omantel International FZ-LLC,495.0
691,Bangladesh,QGC - Ajoxi,493.0
692,India,Name - Zain Omantel International FZ-LLC,493.0
693,Bangladesh,QGC - Ajoxi,487.0
694,United Kingdom,VOIPBOXX - Ajoxi,486.0
695,India,Gold Voip - Ajoxi,486.0
696,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,485.0
697,India,Zorra Voip - Letsdial,484.0
698,Malaysia,Name - Telecom Italia Sparkle,482.0
699,India,Name - Zain Omantel International FZ-LLC,481.0
700,New Zealand,Name - GLM TELECOM S.r.l.,506.0
701,Bangladesh,QGC - Ajoxi,476.0
702,Bangladesh,Onextel Technology Est - Ajoxi,476.0
703,India,Name - Zain Omantel International FZ-LLC,472.0
704,Australia,Icon Global Services Rozper NFS,471.0
705,Bangladesh,QGC - Ajoxi,471.0
706,Malaysia,Name - Telecom Italia Sparkle,470.0
707,India,Gold Voip - Ajoxi,470.0
708,Bangladesh,QGC - Ajoxi,468.0
709,United Kingdom,GO MOBIT - Softtop,468.0
710,Malaysia,Name - Telecom Italia Sparkle,468.0
711,Bangladesh,QGC - Ajoxi,466.0
712,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,465.0
713,Bangladesh,QGC - Ajoxi,464.0
714,Bangladesh,Onextel Technology Est - Ajoxi,464.0
715,United Kingdom,VOIPBOXX - Ajoxi,460.0
716,India,Name - Zain Omantel International FZ-LLC,460.0
717,India,Name - Zain Omantel International FZ-LLC,460.0
718,Bangladesh,Onextel Technology Est - Ajoxi,459.0
719,Bangladesh,QGC - Ajoxi,459.0
720,Bangladesh,Name - TVoice Telecom Limited,459.0
721,Bangladesh,Name - TVoice Telecom Limited,457.0
722,Australia,AQWARE systems Limited,494.0
723,Bangladesh,Aladin communication inc,454.0
724,India,Name - Zain Omantel International FZ-LLC,453.0
725,India,Name - Zain Omantel International FZ-LLC,451.0
726,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,449.0
727,Spain,Neptune Int Vendor NFS,448.0
728,Indonesia,PLDT (SG) PTE LTD,447.0
729,India,Name - Zain Omantel International FZ-LLC,446.0
730,Pakistan,NAME ICON GLOBAL SERVICES LTD,445.0
731,Bangladesh,Famous Telecom - Techopen NFS,445.0
732,Bangladesh,Famous Telecom - Techopen NFS,444.0
733,India,Name - Zain Omantel International FZ-LLC,445.0
734,Mexico,THUNDER TELECOM S.A.S. Letsdial,449.0
735,Malaysia,Name - Telecom Italia Sparkle,443.0
736,Malaysia,Name - Telecom Italia Sparkle,442.0
737,Pakistan,NAME ICON GLOBAL SERVICES LTD,440.0
738,Mexico,THUNDER TELECOM S.A.S. Letsdial,447.0
739,Bangladesh,Name - TVoice Telecom Limited,432.0
740,Malaysia,Name - Telecom Italia Sparkle,431.0
741,Bangladesh,Figoria,427.0
742,Bangladesh,Famous Telecom - Techopen NFS,427.0
743,India,Name - Zain Omantel International FZ-LLC,426.0
744,India,Speed Cloud Rozper NFS,424.0
745,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,422.0
746,Bangladesh,QGC - Ajoxi,422.0
747,Australia,QGC - Ajoxi,423.0
748,India,Name - Zain Omantel International FZ-LLC,419.0
749,India,Name - Zain Omantel International FZ-LLC,418.0
750,United Kingdom,2WAY TELECOM,417.0
751,Brazil,TERMSAT INC Rozper NFS,417.0
752,India,Name - Zain Omantel International FZ-LLC,416.0
753,New Zealand,Name - GLM TELECOM S.r.l.,448.0
754,India,Name - Zain Omantel International FZ-LLC,415.0
755,India,Name - Zain Omantel International FZ-LLC,414.0
756,Malaysia,Name - Telecom Italia Sparkle,413.0
757,Pakistan,NAME ICON GLOBAL SERVICES LTD,411.0
758,South Korea,Name - EasyVoipCall Inc.,408.0
759,Australia,Icon Global Services Rozper NFS,407.0
760,Mexico,THUNDER TELECOM S.A.S. Letsdial,413.0
761,Mexico,THUNDER TELECOM S.A.S. Letsdial,410.0
762,Mexico,THUNDER TELECOM S.A.S. Letsdial,412.0
763,Mexico,THUNDER TELECOM S.A.S. Letsdial,409.0
764,Indonesia,PLDT (SG) PTE LTD,406.0
765,Bangladesh,Name - TVoice Telecom Limited,405.0
766,India,Name - Zain Omantel International FZ-LLC,403.0
767,Brazil,Astrolink Techopen,402.0
768,Brazil,Astrolink Techopen,399.0
769,Indonesia,PLDT (SG) PTE LTD,399.0
770,Tanzania,Termsat - Meratalk LLC NFS,398.0
771,Malaysia,Name - Telecom Italia Sparkle,397.0
772,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,397.0
773,Bangladesh,Famous Telecom - Techopen NFS,396.0
774,Pakistan,NAME ICON GLOBAL SERVICES LTD,396.0
775,Eritrea,Quickcom Telecom Letsdial,395.0
776,India,Name - Zain Omantel International FZ-LLC,394.0
777,India,Name - Zain Omantel International FZ-LLC,394.0
778,Australia,NAME CMI,392.0
779,India,Name - Zain Omantel International FZ-LLC,392.0
780,Bangladesh,Alfacall Limited Ajoxi,395.0
781,Bangladesh,Famous Telecom - Techopen NFS,391.0
782,Pakistan,NAME ICON GLOBAL SERVICES LTD,390.0
783,India,Name - Zain Omantel International FZ-LLC,389.0
784,India,Name - Zain Omantel International FZ-LLC,388.0
785,Mexico,THUNDER TELECOM S.A.S. Letsdial,395.0
786,Bangladesh,Alfacall Limited Ajoxi,389.0
787,Bangladesh,Alfacall Limited Ajoxi,387.0
788,India,Gold Voip - Ajoxi,388.0
789,United Kingdom,Name - Passport telecom,456.0
790,India,Name - Zain Omantel International FZ-LLC,381.0
791,Bangladesh,Onextel Technology Est - Ajoxi,381.0
792,Mexico,THUNDER TELECOM S.A.S. Letsdial,386.0
793,Tanzania,Termsat - Meratalk LLC NFS,379.0
794,Tanzania,Termsat - Meratalk LLC NFS,378.0
795,Italy,Armatel - Softtop,378.0
796,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,378.0
797,Italy,Armatel - Softtop,378.0
798,Tanzania,Termsat - Meratalk LLC NFS,378.0
799,India,Name - Zain Omantel International FZ-LLC,378.0
800,Brazil,TERMSAT INC Rozper NFS,377.0
801,United Kingdom,VOIPBOXX - Ajoxi,377.0
802,Pakistan,NAME ICON GLOBAL SERVICES LTD,375.0
803,Italy,Armatel - Softtop,373.0
804,South Korea,Name - EasyVoipCall Inc.,373.0
805,Tanzania,Termsat - Meratalk LLC NFS,372.0
806,Tanzania,Termsat - Meratalk LLC NFS,372.0
807,France,ADVANCE COM,372.0
808,Mexico,THUNDER TELECOM S.A.S. Letsdial,372.0
809,Tanzania,Termsat - Meratalk LLC NFS,371.0
810,India,Name - Zain Omantel International FZ-LLC,371.0
811,India,Name - Zain Omantel International FZ-LLC,371.0
812,Pakistan,NAME ICON GLOBAL SERVICES LTD,371.0
813,Bangladesh,Famous Telecom - Techopen NFS,370.0
814,Tanzania,Termsat - Meratalk LLC NFS,370.0
815,Bangladesh,Name - TVoice Telecom Limited,370.0
816,Bangladesh,Onextel Technology Est - Ajoxi,369.0
817,Pakistan,NAME ICON GLOBAL SERVICES LTD,368.0
818,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,369.0
819,India,Name - Zain Omantel International FZ-LLC,368.0
820,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,368.0
821,Tanzania,Termsat - Meratalk LLC NFS,367.0
822,India,Name - Zain Omantel International FZ-LLC,366.0
823,Brazil,Sihai telecom,366.0
824,Bangladesh,Famous Telecom - Techopen NFS,365.0
825,Tanzania,Termsat - Meratalk LLC NFS,365.0
826,India,Name - Zain Omantel International FZ-LLC,364.0
827,United Kingdom,XL Digital Innovation pte Ltd - Techopen,365.0
828,Tanzania,Termsat - Meratalk LLC NFS,363.0
829,Tanzania,Termsat - Meratalk LLC NFS,362.0
830,Tanzania,Termsat - Meratalk LLC NFS,363.0
831,Tanzania,Termsat - Meratalk LLC NFS,360.0
832,Brazil,ZAFTA LINKNET LTD- Teloz NFS,360.0
833,India,Name - Zain Omantel International FZ-LLC,359.0
834,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,359.0
835,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,373.0
836,Tanzania,Termsat - Meratalk LLC NFS,358.0
837,Malaysia,Name - Telecom Italia Sparkle,358.0
838,Tanzania,Termsat - Meratalk LLC NFS,358.0
839,France,Advance Com International (ADCOM)- Teloz NFS,358.0
840,Italy,Armatel - Softtop,356.0
841,India,Name - Zain Omantel International FZ-LLC,355.0
842,Bangladesh,Onextel Technology Est - Ajoxi,355.0
843,Tanzania,Termsat - Meratalk LLC NFS,355.0
844,United Kingdom,VOIPBOXX - Ajoxi,354.0
845,India,Name - Zain Omantel International FZ-LLC,354.0
846,India,Name - Zain Omantel International FZ-LLC,355.0
847,United Kingdom,XL Digital Innovation pte Ltd - Techopen,353.0
848,Bangladesh,QGC - Ajoxi,354.0
849,Pakistan,NAME ICON GLOBAL SERVICES LTD,353.0
850,Bangladesh,Famous Telecom - Techopen NFS,353.0
851,India,Name - Zain Omantel International FZ-LLC,354.0
852,Mexico,THUNDER TELECOM S.A.S. Letsdial,355.0
853,Pakistan,NAME ICON GLOBAL SERVICES LTD,352.0
854,Pakistan,NAME ICON GLOBAL SERVICES LTD,352.0
855,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,353.0
856,Tanzania,Samitel Ltd,351.0
857,Tanzania,Termsat - Meratalk LLC NFS,351.0
858,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,351.0
859,Bangladesh,Onextel Technology Est - Ajoxi,351.0
860,India,Name - Zain Omantel International FZ-LLC,352.0
861,Tanzania,Termsat - Meratalk LLC NFS,349.0
862,Tanzania,Termsat - Meratalk LLC NFS,349.0
863,Tanzania,Termsat - Meratalk LLC NFS,348.0
864,Pakistan,NAME ICON GLOBAL SERVICES LTD,348.0
865,India,Name - Zain Omantel International FZ-LLC,350.0
866,Tanzania,Termsat - Meratalk LLC NFS,347.0
867,Pakistan,NAME ICON GLOBAL SERVICES LTD,347.0
868,Tanzania,Termsat - Meratalk LLC NFS,346.0
869,India,Name - Zain Omantel International FZ-LLC,345.0
870,Malaysia,Name - Telecom Italia Sparkle,344.0
871,India,Name - Zain Omantel International FZ-LLC,344.0
872,Tanzania,Termsat - Meratalk LLC NFS,344.0
873,India,Name - Zain Omantel International FZ-LLC,344.0
874,Tanzania,Termsat - Meratalk LLC NFS,344.0
875,India,Name - Zain Omantel International FZ-LLC,343.0
876,Tanzania,Termsat - Meratalk LLC NFS,343.0
877,Tanzania,Termsat - Meratalk LLC NFS,343.0
878,Bangladesh,Famous Telecom - Techopen NFS,343.0
879,United Kingdom,XL Digital Innovation pte Ltd - Techopen,344.0
880,Tanzania,Termsat - Meratalk LLC NFS,342.0
881,Tanzania,Termsat - Meratalk LLC NFS,341.0
882,United Kingdom,VOIPBOXX - Ajoxi,345.0
883,Brazil,TERMSAT INC Rozper NFS,341.0
884,Italy,Armatel - Softtop,341.0
885,France,ZAYTEL d.o.o. Softtop,343.0
886,India,Name - Zain Omantel International FZ-LLC,340.0
887,Tanzania,Termsat - Meratalk LLC NFS,339.0
888,Tanzania,Termsat - Meratalk LLC NFS,338.0
889,Tanzania,Termsat - Meratalk LLC NFS,337.0
890,Tanzania,Termsat - Meratalk LLC NFS,337.0
891,Tanzania,Termsat - Meratalk LLC NFS,336.0
892,India,Name - Zain Omantel International FZ-LLC,336.0
893,India,NAME CMI,335.0
894,United Kingdom,2WAY TELECOM,335.0
895,Bangladesh,Famous Telecom - Techopen NFS,335.0
896,France,ADVANCE COM,335.0
897,New Zealand,Name - GLM TELECOM S.r.l.,366.0
898,Indonesia,PLDT (SG) PTE LTD,334.0
899,France,Advance Com International (ADCOM)- Teloz NFS,333.0
900,Tanzania,Termsat - Meratalk LLC NFS,333.0
901,Bangladesh,Famous Telecom - Techopen NFS,333.0
902,Germany,Termsat Softtop,334.0
903,Tanzania,Termsat - Meratalk LLC NFS,333.0
904,India,Name - Zain Omantel International FZ-LLC,332.0
905,Tanzania,Termsat - Meratalk LLC NFS,331.0
906,Bangladesh,Figoria,330.0
907,Tanzania,Termsat - Meratalk LLC NFS,330.0
908,United Kingdom,XL Digital Innovation pte Ltd - Techopen,329.0
909,Malaysia,Name - Telecom Italia Sparkle,329.0
910,Malaysia,Name - Telecom Italia Sparkle,328.0
911,United Kingdom,XL Digital Innovation pte Ltd - Techopen,328.0
912,Pakistan,NAME ICON GLOBAL SERVICES LTD,328.0
913,United Kingdom,GO MOBIT - Softtop,326.0
914,India,Name - Zain Omantel International FZ-LLC,326.0
915,France,ZAYTEL d.o.o. Softtop,328.0
916,Thailand,Columbus Network Ajoxi,325.0
917,France,ZAYTEL d.o.o. Softtop,325.0
918,South Korea,Name - EasyVoipCall Inc.,324.0
919,Brazil,SVG-techopen,321.0
920,Tanzania,Termsat - Meratalk LLC NFS,321.0
921,Bangladesh,Progressive Telecom LLC. Letsdial,338.0
922,Bangladesh,Alfacall Limited Ajoxi,321.0
923,Tanzania,Termsat - Meratalk LLC NFS,320.0
924,Bangladesh,QGC - Ajoxi,321.0
925,India,Name - Zain Omantel International FZ-LLC,319.0
926,Tanzania,Termsat - Meratalk LLC NFS,318.0
927,United Kingdom,VOIPBOXX - Ajoxi,317.0
928,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,329.0
929,Malaysia,Name - Telecom Italia Sparkle,315.0
930,Pakistan,NAME ICON GLOBAL SERVICES LTD,314.0
931,Thailand,Columbus Network Ajoxi,314.0
932,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,328.0
933,Pakistan,NAME ICON GLOBAL SERVICES LTD,314.0
934,Pakistan,NAME ICON GLOBAL SERVICES LTD,313.0
935,Tanzania,Termsat - Meratalk LLC NFS,312.0
936,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,327.0
937,India,Sihai telecom,314.0
938,Thailand,itest - Internal,310.0
939,United Kingdom,VOIPBOXX - Ajoxi,310.0
940,France,ADVANCE COM,310.0
941,United Kingdom,XL Digital Innovation pte Ltd - Techopen,309.0
942,Tanzania,Termsat - Meratalk LLC NFS,307.0
943,Tanzania,Termsat - Meratalk LLC NFS,306.0
944,India,Name - Zain Omantel International FZ-LLC,306.0
945,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,304.0
946,India,Name - Zain Omantel International FZ-LLC,305.0
947,France,ZAYTEL d.o.o. Softtop,309.0
